PlasmoDBID,GoTerm
PFD1050w,GO:0043234
PF14_0659,GO:0005801
PF14_0546,GO:0003743
PF07_0018,GO:0015937
MAL7P1.100,GO:0006468
PF10_0340,GO:0005737
PFI1280c,GO:0006468
PF13_0209,GO:0017006
PF10_0409,GO:0004077
PFC0235w,GO:0003774
PFC0220w,GO:0000166
PF14_0751,GO:0004467
PFL0540w,GO:0005783
PFL2480w,GO:0000166
PF14_0633,GO:0003700
MAL13P1.55,GO:0055114
PF14_0331,GO:0006784
MAL13P1.185,GO:0005737
MAL13P1.114,GO:0005524
PFE0370c,GO:0004252
PF11_0061,GO:0046982
PF14_0593,GO:0005525
PF11_0382,GO:0015935
MAL7P1.27,GO:0020020
PF10_0406,GO:0009405
MAL13P1.256,GO:0006810
PF14_0375,GO:0005739
PF14_0240,GO:0006412
PFL0580w,GO:0004003
PF14_0467,GO:0005783
PF07_0047,GO:0010564
PF11_0141,GO:0015785
PF07_0054,GO:0000786
PF11_0160,GO:0046974
PFL2005w,GO:0006272
PF10_0296,GO:0003924
PF10_0245,GO:0030246
MAL8P1.132,GO:0003777
PFC0435w,GO:0016757
PF07_0068,GO:0005515
PF11_0375,GO:0005786
PF10_0068,GO:0000723
PF13_0315,GO:0005634
PF11_0521,GO:0016021
PF10_0224,GO:0003777
PF11_0351,GO:0005524
PFL0300c,GO:0004725
PF13_0310,GO:0005634
PFL1905w,GO:0005737
PF08_0142,GO:0020002
PF11_0225,GO:0006417
PF08_0141,GO:0004872
PF10_0031,GO:0005737
PFC1095w,GO:0020013
PFL2155w,GO:0016020
PF11_0466,GO:0042626
PF10_0315,GO:0016020
PF14_0486,GO:0005525
PFA0460c,GO:0006457
MAL7P1.162,GO:0007018
PFB0575c,GO:0005198
PF11_0279,GO:0005634
PFD0880w,GO:0003743
PF13_0242,GO:0055114
PF13_0172,GO:0006310
PFB0890c,GO:0004730
PFA0260c,GO:0003785
PFD0685c,GO:0005694
PF14_0574,GO:0032266
PF10_0302,GO:0016020
PFC0990c,GO:0016459
MAL8P1.11,GO:0005525
PF07_0054,GO:0003677
PF11_0337,GO:0003723
PF11_0220,GO:0006468
PF11_0216,GO:0005515
PF11_0043,GO:0015934
PFA0590w,GO:0043190
PFA0125c,GO:0016021
PFA0380w,GO:0005524
PFF0855c,GO:0020003
PF14_0048,GO:0005097
PF10_0114,GO:0005634
PF10_0080,GO:0004518
PFF0435w,GO:0005515
PFF0400w,GO:0005524
PFE0090w,GO:0005634
MAL13P1.214,GO:0005515
PFI0910w,GO:0005524
PF08_0076,GO:0003735
MAL13P1.140,GO:0005524
PF10_0168-a,GO:0007030
PF10_0168-b,GO:0007030
PF11_0051,GO:0004826
PF10_0275,GO:0019353
PF11_0007,GO:0020002
PF14_0339,GO:0003723
PF11_0416,GO:0030048
PF13_0209,GO:0018298
PFL2055w,GO:0005739
PFL2150c,GO:0046872
PF13_0129,GO:0005840
PF10_0023,GO:0016020
PF13_0142,GO:0000375
MAL13P1.25,GO:0000166
PFC0945w,GO:0005524
PF14_0485,GO:0007264
PFF0495w,GO:0005840
PF11_0079,GO:0006468
PF10_0190,GO:0005201
NA,GO:0019843
PF14_0519,GO:0003735
MAL7P1.15,GO:0007155
PFE0235c,GO:0005737
PFB1035w,GO:0020013
PFB0610c,GO:0005737
PF14_0722,GO:0046907
PF11_0183,GO:0007264
PF13_0128,GO:0003824
PFL1910c,GO:0006412
PFF0615c,GO:0005515
PFC0475c,GO:0016773
MAL13P1.14,GO:0042254
PFA0435w,GO:0005739
PF14_0357,GO:0048037
MAL8P1.47,GO:0005524
PF08_0014,GO:0006412
PF11_0122,GO:0046856
PFI1415w,GO:0006468
PFE0335w,GO:0005737
PF10_0108,GO:0005524
PFC0345w,GO:0005737
PFC0210c,GO:0030430
PF13_0259,GO:0016787
PF08_0103,GO:0020013
PF10_0063,GO:0005634
PFC0380w,GO:0006470
PF13_0331,GO:0005789
PFF0895w,GO:0006099
PFB0640c,GO:0020036
NA,GO:0005694
PF11_0009,GO:0020035
PF14_0046,GO:0006397
PFI0055c,GO:0020036
PFL1050w,GO:0020011
PF10_0299,GO:0005737
PFB0955w,GO:0020013
PF11_0560,GO:0003735
PF11_0131,GO:0006260
PFA0340w,GO:0050518
PFL2225w,GO:0005515
PF10_0348,GO:0009986
PF14_0038,GO:0005746
PF14_0567,GO:0005576
PFI0575c,GO:0016021
PFL2640c,GO:0020002
PF11_0506,GO:0009405
PF10_0218,GO:0005739
PFL0580w,GO:0006271
PFL1285c,GO:0051259
PFF1185w,GO:0005524
PF14_0601,GO:0006260
PFI0815c,GO:0006744
PF07_0023,GO:0003677
PFB0875c,GO:0005634
PF11_0297,GO:0006355
PF11_0377-a,GO:0005515
PF11_0398,GO:0016459
PFE0825w,GO:0055085
PFE1145w,GO:0003723
PF14_0104,GO:0005850
PFI0715w,GO:0008023
PF13_0213,GO:0005840
NA,GO:0016020
PF14_0112,GO:0008408
PFL0160w,GO:0008312
PF10_0348,GO:0009405
NA,GO:0006412
PF13_0326,GO:0005622
MAL7P1.310,GO:0020013
PFE1605w,GO:0005515
MAL13P1.196,GO:0006468
PF10_0407,GO:0004742
MAL7P1.93,GO:0005840
MAL7P1.77,GO:0004527
PFE0375w,GO:0006402
PF13_0355,GO:0020011
PFL0900c,GO:0006420
PFC0075c,GO:0000166
PFC0050c,GO:0016208
PFF0855c,GO:0020002
PF13_0344,GO:0003824
MAL8P1.113,GO:0005634
PFE1020w,GO:0000398
PF14_0352,GO:0006260
MAL13P1.71,GO:0005737
PFI0855w,GO:0008270
PFL0935c,GO:0016021
PF11_0129,GO:0004386
PFL2665c,GO:0020033
PFI0735c,GO:0005739
PFL2240w,GO:0016491
PF10_0319,GO:0031982
PF14_0282,GO:0003993
PFB0095c,GO:0020003
PF11_0246,GO:0016020
PF14_0295,GO:0004775
PF14_0455,GO:0005773
PFL1005c,GO:0034399
PF11_0295,GO:0008299
PFF0730c,GO:0016631
MAL13P1.33,GO:0005737
PF14_0543,GO:0016021
MAL13P1.202,GO:0016459
PFL1685w,GO:0005739
PF11_0380,GO:0016020
PFI1805w,GO:0020013
PFC0240c,GO:0016020
PFA0580c,GO:0004536
PF10_0132,GO:0006629
MAL8P1.218,GO:0020036
PFE1225w,GO:0015934
PF10_0088,GO:0016020
PFD0305c,GO:0046961
PFC0725c,GO:0015650
PF14_0599,GO:0005737
MAL8P1.21,GO:0016021
MAL8P1.67,GO:0032040
PFI1830c,GO:0020035
PFF0430w,GO:0006457
PF10_0268,GO:0016209
PF10_0257,GO:0005737
PFL0055c,GO:0016020
PF13_0071,GO:0005581
PF14_0378,GO:0006096
PF07_0130,GO:0020036
PFB1040w,GO:0020033
PFC0075c,GO:0020011
PFC0755c,GO:0006468
PF10_0323,GO:0020036
PFC0261c,GO:0017038
PF11_0320,GO:0003676
PF10_0278,GO:0005730
PFD0005w,GO:0020002
PF13_0349,GO:0006165
PFA0195w,GO:0016459
PFF1565c,GO:0020036
PFE0700c,GO:0006464
MAL13P1.137,GO:0005737
PF14_0174,GO:0009982
PF11_0065,GO:0006412
PFL1435c,GO:0007015
PFB0090c,GO:0051082
PF10_0352,GO:0009986
PFI0390c,GO:0016020
PFD0340c,GO:0005737
PF14_0286,GO:0004354
PFF0850c,GO:0020036
PF13_0116,GO:0005794
PF14_0002,GO:0020002
MAL7P1.150,GO:0006534
PF13_0065,GO:0000221
PFI0055c,GO:0020013
PFL1610c,GO:0005576
PFL0885w,GO:0035690
PF10_0030,GO:0016020
PFD0155c,GO:0005737
PF14_0770,GO:0020002
PF11_0429,GO:0008270
PF14_0183b,GO:0003676
PFD1220c,GO:0020036
PF13_0187,GO:0006508
PF13_0130,GO:0016820
PFB0685c,GO:0015909
PFD0055w,GO:0020033
PFD0400w,GO:0005516
PF13_0063,GO:0005737
PF10_0331,GO:0005737
PFE0495w,GO:0020011
PF11_0519,GO:0020035
MAL13P1.96,GO:0000796
PFL0045c,GO:0030430
PF11_0014,GO:0020036
MAL7P1.164,GO:0016192
PF14_0265,GO:0005739
PFC0120w,GO:0020002
PFA0195w,GO:0003779
NA,GO:0020036
PF13_0166,GO:0004672
PFL0505c,GO:0031338
PF11_0352,GO:0006457
PFL0020w,GO:0004872
PFD1050w,GO:0051258
MAL13P1.111,GO:0030163
PF08_0110,GO:0003924
PFA0570w,GO:0006412
MAL13P1.505,GO:0020036
PF08_0009,GO:0006446
PF11_0471,GO:0000027
PF11_0396,GO:0006470
PFB0390w,GO:0032790
PFB0194w,GO:0020011
MAL13P1.289,GO:0003723
PF11_0372,GO:0000166
PF10_0050,GO:0016020
PF14_0758,GO:0016020
PF14_0101,GO:0005198
NA,GO:0008152
PF14_0503,GO:0016020
PFF0375c,GO:0007052
PFL0560c,GO:0006270
PF10_0224,GO:0007018
PFL2630w,GO:0020002
PF14_0381,GO:0004655
PFA0425c,GO:0031072
PF10_0091,GO:0005634
PFE0555w,GO:0005783
PFF1285w,GO:0003779
PFE0920c,GO:0051726
PF14_0580,GO:0006350
PF14_0689,GO:0016192
PF10_0049,GO:0005737
MAL8P1.8,GO:0005788
MAL8P1.109,GO:0004722
PFI1125c,GO:0055114
PFI0945w,GO:0005875
PF07_0117,GO:0003723
PFE0410w,GO:0020011
PF14_0336,GO:0005198
PF13_0083,GO:0006464
MAL7P1.130,GO:0008425
MAL13P1.21,GO:0051301
PFA0050c,GO:0020003
PF13_0343,GO:0005737
PFL2165w,GO:0005871
PF14_0645,GO:0005739
PF10_0043,GO:0005840
PFI0285w,GO:0006354
PF14_0051,GO:0030983
PF13_0213,GO:0022625
PFD0993c,GO:0005737
MAL7P1.132,GO:0006468
PFC0265c,GO:0016021
PFD0725c,GO:0016020
PF14_0704,GO:0006810
PFL2085w,GO:0005737
PFI0290c,GO:0006886
MAL13P1.322,GO:0004004
MAL13P1.7,GO:0020036
PF10_0120,GO:0005750
PFC0350c,GO:0051082
PFL0675c,GO:0016779
PFI1140w,GO:0005506
PF11_0297,GO:0005634
PF11_0203,GO:0008270
PFF0985c,GO:0006412
NA,GO:0030260
PF10_0067,GO:0016192
MAL8P1.58,GO:0006655
PF07_0076,GO:0016020
PF14_0664,GO:0009374
PFF1135w,GO:0045131
PFA0465c,GO:0006474
MAL13P1.167,GO:0016021
PF11_0271,GO:0006914
PFL0670c,GO:0002161
PFF0150c,GO:0003676
MAL7P1.118,GO:0070966
PF13_0159,GO:0009058
PF13_0078,GO:0016020
PFI1820w,GO:0004872
PFI0350c,GO:0005737
PF07_0031,GO:0070258
PF13_0077,GO:0004386
PF14_0383,GO:0005622
PFD1037w,GO:0005794
PFL1060c,GO:0020011
PF10_0254,GO:0003774
PFB0960c,GO:0042000
PFL2110c,GO:0020002
PFL0025c,GO:0020013
PFL0780w,GO:0005975
PF14_0743,GO:0005737
MAL13P1.194,GO:0005737
PF14_0688,GO:0000350
PF14_0289,GO:0003735
PF13_0033,GO:0005737
PF08_0103,GO:0016337
MAL7P1.55,GO:0050839
PF07_0047,GO:0020011
PF10_0286,GO:0005737
PF14_0186,GO:0005634
MAL13P1.248,GO:0016787
PF14_0337,GO:0005737
NA,GO:0003924
PF10_0268,GO:0005634
PF14_0160,GO:0004197
PF13_0235,GO:0006355
NA,GO:0006506
PFE1150w,GO:0015238
PFC0885c,GO:0016021
PF11_0378,GO:0005737
NA,GO:0003723
PF14_0265,GO:0016149
PFL0740c,GO:0005739
PF11_0438,GO:0005622
PF10_0155,GO:0005634
PF11_0053,GO:0008094
PF14_0553,GO:0016020
PFF1405c,GO:0008080
PFI1150w,GO:0003676
PFE0005w,GO:0020035
PF13_0330,GO:0004003
PFF0370w,GO:0006743
PF14_0009,GO:0045261
NA,GO:0006508
PFE0420c,GO:0006323
PF11_0141,GO:0016020
PFC0710w-a,GO:0004427
PFC0710w-b,GO:0004427
PFL2310w,GO:0036002
PFC0855w,GO:0006512
PF11_0411,GO:0006730
PFC0260w,GO:0020011
PFI1090w,GO:0042301
PFL1340c,GO:0005516
PF11_0114,GO:0005884
PFA0010c,GO:0020035
PFL0050c,GO:0005524
NA,GO:0020036
NA,GO:0020036
MAL13P1.190,GO:0030234
MAL13P1.164,GO:0003924
PFL1825w,GO:0016021
PFE1115c,GO:0008152
PF14_0744,GO:0020003
PFD0600c,GO:0003735
PFA0700c,GO:0016021
PFI0095c,GO:0004672
PF14_0771,GO:0016020
PF13_0330,GO:0005524
PF07_0041,GO:0006974
PF14_0316,GO:0006265
PF14_0002,GO:0020033
PF11_0157,GO:0020011
PFI0170w,GO:0005524
PFL0725w,GO:0005739
PFF0935c,GO:0005737
MAL13P1.335,GO:0016020
PFI1155w,GO:0005622
PF11_0195,GO:0007015
PF14_0577,GO:0016021
PFI1500w,GO:0016984
PFD1000c,GO:0016021
PFD1220c,GO:0020013
PF10_0221,GO:0055114
PFL2065c,GO:0006626
PF08_0017,GO:0005201
PF14_0561,GO:0006351
PFF1580c,GO:0016021
PF10_0298,GO:0004175
PF14_0691,GO:0016021
PF08_0038,GO:0003735
PF11_0266,GO:0000398
MAL8P1.132,GO:0005524
MAL13P1.124,GO:0007067
PFL0140w,GO:0003676
PFI1515w,GO:0016491
PF08_0054,GO:0016887
PF07_0027,GO:0005665
NA,GO:0003899
PF14_0649,GO:0005737
PF11_0093,GO:0005634
MAL8P1.126,GO:0006508
PF14_0073,GO:0005524
PF11_0131,GO:0009378
MAL13P1.13,GO:0005524
PF08_0126,GO:0005524
PF14_0066,GO:0008173
PFD1120c,GO:0020005
PF10_0394,GO:0020033
PFA0375c,GO:0008158
PF10_0054,GO:0019843
PFI0440w,GO:0016020
PFC0210c,GO:0030260
PF14_0361,GO:0015031
PF14_0605,GO:0031952
PFI0170w,GO:0016020
PF11_0168a,GO:0020020
PFI1020c,GO:0055114
MAL13P1.302,GO:0016925
PF13_0321,GO:0016925
PF14_0597,GO:0005739
PF11_0458,GO:0006366
PF11_0055,GO:0020011
PF14_0576,GO:0006511
PFE0810c,GO:0003735
PFL1260w,GO:0003824
PFL1225c,GO:0005524
PFL2550w,GO:0051082
PFD0325w,GO:0003677
PF13_0225,GO:0070258
PFC0805w,GO:0005665
PFE0705c,GO:0005634
PFD0520c,GO:0005524
PFL2665c,GO:0004872
PF10_0279,GO:0003924
PFD0810w,GO:0006886
PF11_0055,GO:0005783
MAL7P1.73,GO:0005524
PFD0830w,GO:0004146
PF14_0518,GO:0016226
PF14_0326,GO:0005634
PFC0315c,GO:0016020
PFI0785c,GO:0016021
PF11_0418,GO:0005737
MAL8P1.76,GO:0005524
PFF1070c,GO:0009451
PF14_0667a,GO:0000045
PF11_0139,GO:0006470
PFC1010w,GO:0005524
MAL13P1.85,GO:0007049
PF11_0176,GO:0005737
PFB0345c,GO:0002377
PFB0467w,GO:0006412
PFL1590c,GO:0005525
MAL7P1.104,GO:0000175
MAL13P1.13,GO:0004386
PFI1125c,GO:0070402
PFA0760w,GO:0020013
NA,GO:0003899
PFD0755c,GO:0006139
PFE1415w,GO:0016409
PF13_0353,GO:0016491
PF13_0080,GO:0007004
PFB0580w,GO:0055085
PF13_0262,GO:0003676
PF13_0201,GO:0005737
MAL7P1.212,GO:0016021
PFL0575w,GO:0055114
PF14_0626,GO:0030286
PFF1575w,GO:0020033
PF07_0130,GO:0020013
PFD0645w,GO:0020003
PF14_0241,GO:0005854
PFL0785c,GO:0005634
PF07_0037,GO:0020005
PFI1590c,GO:0008262
MAL13P1.154,GO:0005576
NA,GO:0004791
PFI0150c,GO:0033116
PF14_0408,GO:0005524
PF13_0152,GO:0005677
PF13_0062,GO:0030131
PFD0665c,GO:0005737
PFF0100w,GO:0004004
PF10_0292,GO:0005664
PF10_0060,GO:0020011
PFI0230c,GO:0051262
PFE0005w,GO:0020033
PF11_0284,GO:0006400
PF13_0277,GO:0020011
NA,GO:0009055
PF11_0517,GO:0020036
NA,GO:0019836
PFL1900w,GO:0003700
PF07_0129,GO:0004467
PFD0375w,GO:0005524
PFL2615w,GO:0020035
PFB0330c,GO:0008234
PFF0775w,GO:0000304
PF13_0149,GO:0003682
PF07_0100,GO:0020011
PFL1650w,GO:0005524
PFD0450c,GO:0000398
PF13_0322,GO:0020020
PF13_0182,GO:0020011
PFL0495c,GO:0005524
PFE1555c,GO:0008104
MAL7P1.77,GO:0008234
PF13_0205,GO:0005524
MAL7P1.32,GO:0003684
PF11_0510,GO:0006468
PFE0995c,GO:0005737
PF14_0754,GO:0000166
PF14_0350,GO:0016020
PFE1345c,GO:0005524
PFB0840w,GO:0006260
MAL13P1.281,GO:0000049
PFF0510w,GO:0003677
PF14_0519,GO:0005739
PFL1370w,GO:0004672
PFL0450c,GO:0034399
PFL2475w,GO:0003676
MAL13P1.134,GO:0004003
PFC0435w,GO:0009986
PFC0155c,GO:0005736
MAL13P1.219,GO:0004518
PF08_0109,GO:0008540
PFL0205w,GO:0020011
PFI1735c,GO:0030430
PF14_0413,GO:0005634
PF10_0052,GO:0005634
PFC0720w,GO:0005634
PFI0005w,GO:0020030
PF11_0052,GO:0031338
PF14_0462,GO:0010564
PF13_0322,GO:0042540
PF14_0644,GO:0005201
PFL1310c,GO:0016070
PFI0070w,GO:0020003
PFD1015c,GO:0020033
PFB0870w,GO:0016021
PF14_0498,GO:0016021
PF08_0138,GO:0020003
MAL8P1.27,GO:0003743
PFI1540w,GO:0005737
PFI0550w,GO:0030522
PF13_0258,GO:0005524
PFI1630c,GO:0016021
PFF0930w,GO:0006413
PFF0450c,GO:0005215
PFI1285w,GO:0005524
PFI0420c,GO:0003723
PFE1125w,GO:0005762
PFB0560w,GO:0016020
PF14_0067,GO:0044312
PF10_0345,GO:0005886
MAL8P1.74,GO:0005737
PFA0665w,GO:0009405
NA,GO:0003723
PF11_0519,GO:0020036
PFL1020w,GO:0006810
NA,GO:0003677
PF14_0655,GO:0008026
PFC0155c,GO:0006366
PF13_0211,GO:0005509
PFC0640w,GO:0034235
PF13_0306,GO:0007017
PF11_0251,GO:0016491
PF07_0113,GO:0020011
PF11_0145,GO:0009438
PF14_0336,GO:0030130
PF07_0041,GO:0005622
PF14_0004,GO:0020036
PF14_0339,GO:0005524
PF10_0332,GO:0020011
PFE0765w,GO:0005737
PFD0740w,GO:0006468
PFL1005c,GO:0003682
PFE0690c,GO:0006913
PF11_0242,GO:0005509
PFC0315c,GO:0007067
PF14_0214,GO:0006468
PF14_0609,GO:0016020
PFA0060w,GO:0020036
PFB0465c,GO:0008028
PF11_0112,GO:0030117
PF10_0335,GO:0005524
PFC0261c,GO:0006605
PF11_0359,GO:0030126
PFI0155c,GO:0003924
PF13_0188,GO:0008270
PF14_0672,GO:0007165
PFE0445c,GO:0005483
PF14_0695,GO:0003899
PFE1295c,GO:0020011
PFC0400w,GO:0044228
PFC0340w,GO:0003887
PF14_0683,GO:0005737
PF14_0353,GO:0005737
PF10_0105,GO:0006412
PF14_0495,GO:0016020
PFE1130w,GO:0015693
PF11_0363,GO:0016021
PFI1495w,GO:0016020
PFI0200c,GO:0030117
MAL13P1.92,GO:0022627
PFE0875c,GO:0008152
PF11_0521,GO:0020035
PF14_0783,GO:0006310
PF10_0152,GO:0005634
PF14_0083,GO:0005622
PF11_0435,GO:0004872
PF10_0404,GO:0016020
PF10_0200,GO:0042254
PF14_0696,GO:0016020
PF14_0396,GO:0005743
PF13_0180,GO:0006457
MAL7P1.38,GO:0030261
PF11_0190,GO:0008152
PFC0470w,GO:0006438
PFF0435w,GO:0006591
PFE0920c,GO:0005829
NA,GO:0004252
PF10_0090,GO:0003824
PF10_0108,GO:0006410
PFB0205c,GO:0020011
PFL2220w,GO:0006897
PF10_0240,GO:0016020
PF08_0045,GO:0030976
PFF1360w,GO:0006729
PFA0400c,GO:0004175
PF14_0399,GO:0007264
PF13_0037,GO:0005524
PF14_0287,GO:0003723
PF13_0218,GO:0006810
PFF0230c,GO:0020011
PFC0035w,GO:0020035
PFL0785c,GO:0006614
PFI1635w,GO:0005874
PFC1095w,GO:0020002
NA,GO:0046923
PF14_0717,GO:0006402
PFL0725w,GO:0006979
PF13_0212,GO:0016260
PFC0915w,GO:0005515
PFD0065w,GO:0020002
PF07_0130,GO:0016020
PF07_0071,GO:0008616
PF13_0119,GO:0006913
PFL1500w,GO:0003924
PF10_0396,GO:0020036
PF14_0558,GO:0005524
PFE1195w,GO:0005643
PF13_0280,GO:0005046
PF14_0310,GO:0016020
PF10_0262,GO:0005198
MAL7P1.158,GO:0005786
MAL7P1.203,GO:0005737
PFA0175w,GO:0005198
PFL2575c,GO:0020011
PF13_0317,GO:0016787
PF14_0511,GO:0004345
PF07_0034,GO:0008535
PF14_0406,GO:0006412
PF14_0421,GO:0016746
PF14_0079,GO:0003700
PFD0340c,GO:0003774
MAL7P1.28,GO:0000172
PFF0930w,GO:0003743
PFF0330w,GO:0006888
PFI0315c,GO:0007018
PF14_0167,GO:0051082
PF14_0716,GO:0004298
PFE0415w,GO:0000126
PF11_0071,GO:0006281
PFL1420w,GO:0020036
PF10_0261,GO:0007049
PFF1580c,GO:0020035
PF10_0155,GO:0006094
PF14_0252,GO:0005524
PF13_0070,GO:0003826
PF11_0175,GO:0009408
PF10_0322,GO:0006596
PFI0380c,GO:0031365
PFL1585c,GO:0016779
PFL1510c,GO:0005634
PFL0675c,GO:0009058
PF11_0232,GO:0003774
PFF1180w,GO:0005680
MAL13P1.515,GO:0020013
PF11_0323,GO:0020011
PF10_0106,GO:0031410
PFB0560w,GO:0003743
PFB0830w,GO:0006412
PF14_0342,GO:0005576
MAL13P1.138,GO:0008168
PF11_0368,GO:0016020
PF08_0140,GO:0020030
PF11_0126,GO:0005886
PFB0570w,GO:0020009
PFL1410c,GO:0055085
PFD0810w,GO:0005622
PF11_0009,GO:0020036
PF14_0240,GO:0022625
PFI1505c,GO:0005525
PF08_0048,GO:0005524
MAL13P1.360,GO:0016787
PFE1140c,GO:0000380
PFF1380c,GO:0005737
MAL13P1.148,GO:0007010
MAL13P1.56,GO:0004222
PFI0910w,GO:0043138
PF07_0126,GO:0003700
PFI0540w,GO:0005525
NA,GO:0050660
PFI0385c,GO:0006308
PF13_0185,GO:0007059
PFI0580c,GO:0031982
MAL7P1.32,GO:0020011
PF14_0448,GO:0003735
PF14_0279,GO:0016020
PF14_0140,GO:0005737
PFL0150w,GO:0003688
PF14_0193,GO:0005634
PF13_0241,GO:0005743
PFL1885c,GO:0004683
PF11_0333,GO:0016020
PFC0285c,GO:0005524
PFI0990c,GO:0020011
MAL8P1.126,GO:0020003
MAL13P1.38,GO:0004252
MAL7P1.100,GO:0004674
MAL13P1.62,GO:0004609
PF11_0112,GO:0030904
PF14_0229,GO:0016020
PFL1950w,GO:0004872
PF11_0521,GO:0016337
PFD0995c,GO:0020035
PFA0680c,GO:0020005
PFC0170c,GO:0016746
PF14_0231,GO:0006412
PFB0885w,GO:0022627
PFL0755c,GO:0005524
PFB0130w,GO:0016117
PF13_0349,GO:0032552
PFC1115w,GO:0020036
PF11_0414,GO:0005622
PFI0285w,GO:0003702
PFL1060c,GO:0008452
MAL8P1.7,GO:0005737
PFD0190w,GO:0018024
PFB0275w,GO:0015887
PF13_0203,GO:0006508
MAL8P1.150,GO:0006182
PF13_0271,GO:0006810
PFE0045c,GO:0006468
PF10_0368,GO:0020011
PFC1030w,GO:0016020
PFL0650c,GO:0005634
PFL0220c,GO:0016021
PF13_0201,GO:0006928
PFC0886w,GO:0005634
PFF1375c,GO:0016021
PFL1690w,GO:0000492
PFA0345w,GO:0005813
PF08_0045,GO:0005759
PFC0160w,GO:0016409
PFA0525w,GO:0006355
PFA0030c,GO:0016020
PF14_0245,GO:0016020
PF14_0155,GO:0009058
PF10_0363,GO:0006096
PFI1735c,GO:0020036
PF07_0065,GO:0006829
PF10_0362,GO:0016035
PFF0700c,GO:0005622
PF13_0338,GO:0009986
PFB0260w,GO:0000502
PF14_0602,GO:0005658
PF11_0374,GO:0005634
PF14_0516,GO:0005524
PFA0125c,GO:0020009
PFL1110c,GO:0008603
PFE0328w,GO:0004831
PFI1360c,GO:0016787
PF14_0142,GO:0005737
PF08_0142,GO:0016021
PFL2245w,GO:0007264
PFF0450c,GO:0016020
MAL13P1.171,GO:0006886
PFA0335w,GO:0006886
PFL0930w,GO:0030132
PFL0795c,GO:0005774
PFE1510c,GO:0046323
PF14_0026,GO:0003676
PFE0175c,GO:0016459
PFI0835c,GO:0008534
PFL0375w,GO:0000166
PF14_0584,GO:0006364
PF07_0045,GO:0005789
PF14_0298,GO:0006810
PFI1660w,GO:0005737
PFI0105c,GO:0020036
PF14_0716,GO:0004175
MAL13P1.84,GO:0005524
PF14_0104,GO:0003924
PF14_0315,GO:0016020
PF10_0370,GO:0006221
PFE1570c,GO:0003676
PF13_0102,GO:0043952
PFL1955w,GO:0020033
PFF1105c,GO:0010181
MAL8P1.26,GO:0017038
PF14_0615,GO:0005524
PF14_0627,GO:0015935
PFI0250c,GO:0005643
MAL8P1.124,GO:0005737
PFI1075w,GO:0016020
PF07_0050,GO:0020033
PF11_0344,GO:0016021
PF13_0353,GO:0009055
PFL1645w,GO:0005634
PFL0285w,GO:0005829
PF11_0167,GO:0008270
PF10_0097,GO:0005739
PFE0965c,GO:0006818
PF14_0720,GO:0004386
PFI0435c,GO:0005576
PFI0860c,GO:0005524
PF08_0022,GO:0004091
MAL8P1.216,GO:0020035
PFL2595w,GO:0016020
PFL2415w,GO:0042147
PF11_0338,GO:0051475
PFB0700c,GO:0016020
PFB0710c,GO:0006817
PF10_0403,GO:0020002
PF10_0287,GO:0016020
PFL0565w,GO:0006986
PF11_0394,GO:0006810
PF07_0109a,GO:0016021
NA,GO:0006886
PFL1215c,GO:0006350
PF11_0251,GO:0003756
PFI0110c,GO:0006468
PFF0520w,GO:0005509
PFL1995c,GO:0008270
PF13_0218,GO:0005886
PFE0750c,GO:0000398
PFL1245w,GO:0006464
PF11_0020,GO:0016020
MAL8P1.65,GO:0005524
PFF1495w,GO:0005524
PFD1155w,GO:0016021
PFD0095c,GO:0006457
PFD1235w,GO:0020033
PF08_0078,GO:0005524
NA,GO:0016021
PFL0935c,GO:0020035
PFE0910w,GO:0005739
PFA0425c,GO:0005524
PFD0950w,GO:0005525
PFL2645c,GO:0020002
PFD0335c,GO:0006412
PFB0530c,GO:0003723
PFF1420w,GO:0035891
PF14_0598,GO:0006096
PF11_0292,GO:0006457
PFB0715w,GO:0006366
MAL13P1.42,GO:0020011
PF14_0207,GO:0003899
PF11_0282,GO:0004170
PF14_0461,GO:0016020
PF07_0112,GO:0004175
MAL8P1.51,GO:0005789
PF07_0132,GO:0020002
PF14_0132,GO:0005840
PFL0765w,GO:0016021
PFF0275c,GO:0004550
PF11_0025,GO:0042000
PF14_0520,GO:0055114
PF08_0106,GO:0009405
PF07_0042,GO:0003774
PF10_0218,GO:0006101
PF14_0240,GO:0005840
PFI0840w,GO:0016021
PF08_0044,GO:0006468
PFA0745w,GO:0016020
PF14_0341,GO:0006094
PF13_0174,GO:0016192
PFB0890c,GO:0001522
PF11_0047,GO:0005885
MAL7P1.89,GO:0003777
PFC0140c,GO:0030430
PFA0720w,GO:0016020
MAL13P1.82,GO:0006661
MAL13P1.180,GO:0003743
PFE1035c,GO:0033644
PF08_0113,GO:0033179
PFE1300w,GO:0020011
NA,GO:0016020
PFA0335w,GO:0016020
PFL1010c,GO:0020033
PF14_0614,GO:0006470
PF13_0319,GO:0005524
PFI1540w,GO:0005524
PF08_0126,GO:0006310
PFD1165w,GO:0006468
PF14_0706,GO:0005638
MAL13P1.95,GO:0051537
PFF0615c,GO:0020004
PF11_0193,GO:0003779
PF13_0260,GO:0006810
PF13_0137,GO:0006529
PFD0055w,GO:0020002
PFL0025c,GO:0020033
PFL0950c,GO:0000287
PF10_0043,GO:0006412
PFB0645c,GO:0006412
